VIL Call Data Records

DESTIP:-2a03:1b20:000a:f011:0000:0000:0000:e606
Report Type:-DOT Report
From Date:-2026-06-01
From Time:-14:00:00
Till Date:-2026-06-01
Till Time:-16:00:00
AuditId:-132322719_164200578_DOT
Report Date:-2026-06-08 15:18:58

SR.NO.,IMSI,IMEI,MSISDN,MAC ID,Source IP,Source Port,Destination IP,Destination Port,Translated IP,Translated Port,First Cell ID-Name/Location,Session Start date & time,Session End date & time,Duration in sec,Data Volume Uplink,Data Volume Downlink,PGW IP address,Charging ID,Access Point Name,PDP Address IPv4,PDP Address IPv6,CGI-ld,RAT,PDP-type,ESIM,IP_TYPE
1211,404438084485270,8691330417227619,8111004778,"",2402:3a80:1326:4f20:0:32:6a89:da01,42047,2a03:1b20:a:f011::e432,6881,"","",404845400340461531,01/06/2026 14:21:30,01/06/2026 14:21:30,0,0,152,203.88.18.64,315212173,www,"",2402:3a80:1326:4f20:0:32:6a89:da01,404845400340461531,4G,IPV6,N,DYNAMIC
4397,404466089531907,8608380608025970,9072027450,"",2402:8100:3927:6969::1,46735,2a03:1b20:a:f011::e02a,23811,"","",40419561398037872,01/06/2026 15:20:21,01/06/2026 15:23:30,239,2650337,20285750,112.110.131.98,2136604737,www,10.29.204.70,2402:8100:3927:6969:0000:0000:0000:0001,40419561398037872,4G,IPv4v6,N,DYNAMIC
2157,404051839027974,3594511028450601,8460504018,"",2402:3a80:4501:91a6:0:27:f7ea:8901,6881,2a03:1b20:a:f011::e401,8388,"","",40405596398041442,01/06/2026 14:39:36,01/06/2026 14:39:38,2,672,420,112.79.97.96,250543683,www,"",2402:3a80:4501:91a6:0:27:f7ea:8901,40405596398041442,4G,IPV6,N,DYNAMIC
3170,405756800156310,8603800625461038,8878029355,"",2402:8100:2dd6:5048:3861:7c82:67ea:af37,7771,2a03:1b20:a:f011::e324,46386,"","",404786011840374013,01/06/2026 14:58:10,01/06/2026 14:58:10,93,3063161,49366842,112.110.161.15,2023993501,WWW,10.201.67.48,2402:8100:2dd6:5048:45e9:574d:ce97:ef8d,404786011840374013,4G,IPv4v6,N,DYNAMIC
2850,405799426648182,8630730565251378,8108174761,"",2402:3a80:186e:4339:0:19:fd73:bc01,47451,2a03:1b20:a:f011::e316,51413,"","",404205229641241022,01/06/2026 14:52:10,01/06/2026 14:52:10,0,0,145,112.110.84.95,162768385,internet,"",2402:3a80:186e:4339:0:19:fd73:bc01,404205229641241022,4G,IPV6,N,DYNAMIC
5236,404225032680070,8636530683425544,9623547305,"",2402:8100:22c9:45e0:ce9b:6e14:63fd:f0d8,6881,2a03:1b20:a:f011::e005,51413,"","",40422558014787811,01/06/2026 15:35:19,01/06/2026 15:37:47,996,15994304,36434638,112.110.84.139,2645870271,internet,"",2402:8100:22c9:45e0:0890:6eaf:9807:b041,40422558014787811,4G,IPv6,N,DYNAMIC
1410,404051849499326,8649070728911785,9879964491,"",2402:3a80:16e4:23fe:0:25:1c1:7801,52455,2a03:1b20:a:f011::e401,8388,"","",40405510474936323,01/06/2026 14:25:56,01/06/2026 14:25:56,0,152,0,112.110.84.15,232581878,www,"",2402:3a80:16e4:23fe:0:25:1c1:7801,40405510474936323,4G,IPV6,N,DYNAMIC
345,404438057253422,8666580769720541,7339381823,"",2402:3a80:10:4d13:0:48:7038:e401,50800,2a03:1b20:a:f011::e005,57044,"","",404435451085593512,01/06/2026 14:04:36,01/06/2026 14:04:36,0,468,163,203.88.28.128,551447146,www,"",2402:3a80:10:4d13:0:48:7038:e401,404435451085593512,4G,IPV6,N,DYNAMIC
5019,404045590092389,3566641317833818,7065111525,"",2402:8100:27f8:9fd0:0:23:d362:6a01,44977,2a03:1b20:a:f011::e405,64395,"","",404115254242229921,01/06/2026 15:31:28,01/06/2026 15:31:29,1,581,420,112.110.64.137,225315564,internet,"",2402:8100:27f8:9fd0:0:23:d362:6a01,404115254242229921,4G,IPV6,Y,DYNAMIC
368,404242412517678,8628180731690754,7359305286,"",2402:3a80:832:7774:0:6c:ca20:6c01,43935,2a03:1b20:a:f011::e00d,51413,"","",40405250398000972,01/06/2026 14:04:55,01/06/2026 14:04:55,0,470,145,203.88.4.200,1789496083,internet,"",2402:3a80:832:7774:0:6c:ca20:6c01,40405250398000972,4G,IPV6,N,DYNAMIC
3861,404438022941620,3509853808720201,9585791364,"",2402:3a80:54f:e3c3:0:58:5144:6f01,53455,2a03:1b20:a:f011::e11b,52041,"","",40443545118508502,01/06/2026 15:11:22,01/06/2026 15:11:22,0,468,152,203.88.2.220,1081848347,www,"",2402:3a80:54f:e3c3:0:58:5144:6f01,40443545118508502,4G,IPV6,N,DYNAMIC
6479,404225034191811,8617120610944089,9552917635,"",2402:8100:2452:7ca:58cc:f8ff:fee4:8ae3,54910,2a03:1b20:a:f011::e02e,61371,"","",404226493443146719,01/06/2026 15:57:56,01/06/2026 16:02:40,4999,145911943,616484935,112.110.130.227,2202869746,internet,10.84.187.110,2402:8100:2452:07ca:0000:0000:0000:0000,404226493443146719,4G,IPv4v6,N,DYNAMIC
5152,404242000750060,8628690616566978,9714366734,"",2402:3a80:4429:9752:0:30:a24a:ab01,45464,2a03:1b20:a:f011::e316,51413,"","",40405512904904343,01/06/2026 15:33:43,01/06/2026 15:33:43,0,141,176,203.88.19.32,305523994,internet,"",2402:3a80:4429:9752:0:30:a24a:ab01,40405512904904343,4G,IPV6,N,DYNAMIC
2114,404051850330244,3510051929190301,7874109662,"",2402:3a80:4503:378d:0:46:f0b9:cf01,6881,2a03:1b20:a:f011::e401,8388,"","",40405250838031892,01/06/2026 14:38:54,01/06/2026 14:38:54,0,138,209,112.79.97.96,504193120,www,"",2402:3a80:4503:378d:0:46:f0b9:cf01,40405250838031892,4G,IPV6,N,DYNAMIC
178,404438084485270,8691330417227619,8111004778,"",2402:3a80:1326:4f20:0:32:6a89:da01,42047,2a03:1b20:a:f011::e020,56295,"","",404845400340461531,01/06/2026 14:01:45,01/06/2026 14:01:45,0,468,152,203.88.18.64,315212173,www,"",2402:3a80:1326:4f20:0:32:6a89:da01,404845400340461531,4G,IPV6,N,DYNAMIC
4999,404051852247354,3561632132013401,9265654663,"",2402:3a80:4610:8e32:0:b:faea:9501,54556,2a03:1b20:a:f011::e02a,23811,"","",404055991171625512,01/06/2026 15:31:03,01/06/2026 15:31:03,0,152,0,203.88.12.64,75158055,www,"",2402:3a80:4610:8e32:0:b:faea:9501,404055991171625512,4G,IPV6,N,DYNAMIC
2725,404051935539498,3518094299110201,9638934788,"",2402:3a80:4613:8cdf:0:4b:d51c:701,53551,2a03:1b20:a:f011::e319,53975,"","",404052503189072120,01/06/2026 14:49:47,01/06/2026 14:49:47,0,478,163,203.88.12.64,657621677,www,"",2402:3a80:4613:8cdf:0:4b:d51c:701,404052503189072120,4G,IPV6,N,DYNAMIC
2598,405704530978410,8648480677471878,8873572236,"",2402:8100:2652:0804:0278:5634:1232:5476,52191,2a03:1b20:a:f011::::e401,8388,"","",4057014025447612,01/06/2026 14:47:41,01/06/2026 15:04:38,1800,6955309,69578483,112.110.108.163,538152997,internet,10.137.46.5,2402:8100:2652:0804:0278:5634:1232:5476,4057014025447612,4G,IPv4v6,N,DYNAMIC
6395,404242308499311,8676000506792520,9081016239,"",2402:3a80:1519:9b1f:0:24:cb76:9501,41646,2a03:1b20:a:f011::e324,49656,"","",404055968771462111,01/06/2026 15:56:49,01/06/2026 15:56:49,0,0,163,112.110.84.0,229761556,internet,"",2402:3a80:1519:9b1f:0:24:cb76:9501,404055968771462111,4G,IPV6,N,DYNAMIC
6416,404466087456740,8637800636771800,9539712915,"",2402:3a80:4440:3a86:0:51:3139:4301,46885,2a03:1b20:a:f011::e61c,7906,"","",404195587647253622,01/06/2026 15:57:06,01/06/2026 15:57:06,0,960,163,112.79.96.160,835318282,www,"",2402:3a80:4440:3a86:0:51:3139:4301,404195587647253622,4G,IPV6,N,DYNAMIC
1158,404195463642097,8685010599905065,9947659956,"",2402:3a80:44b1:869e:0:30:af69:5101,43215,2a03:1b20:a:f011::e302,6635,"","",404195620180200835,01/06/2026 14:20:17,01/06/2026 14:20:18,1,477,163,112.79.96.224,304079919,internet,"",2402:3a80:44b1:869e:0:30:af69:5101,404195620180200835,4G,IPV6,N,DYNAMIC
1864,404132097433810,8641380653867113,9542245059,"",2402:8100:248e:cddd:0000:0000:04e7:a802,43694,2a03:1b20:a:f011::::e302,6635,"","",40407241104204812,01/06/2026 14:34:21,01/06/2026 14:40:50,1589,4006139,37553980,112.110.100.31,2935265056,www,10.122.246.19,2402:8100:248e:cddd:0000:0000:04e7:a802,40407241104204812,4G,IPv4v6,N,DYNAMIC
1994,404300280116459,8689030568651703,8637367832,"",2402:3a80:1cd6:9595:6cdf:39f0:c1aa:3484,6881,2a03:1b20:a:f011::::e01c,6881,"","",404305306740540821,01/06/2026 14:36:29,01/06/2026 14:37:22,1800,2948031,18666222,203.88.21.17,1881009941,www,10.94.93.218,2402:3a80:1cd6:9595:0778:5634:1232:5476,404305306740540821,4G,IPv4v6,N,DYNAMIC
5263,404300171005620,3543202728561301,9874315038,"",2402:3a80:1cd3:df5f:0478:5634:1232:5476,46529,2a03:1b20:a:f011::::e324,49656,"","",404305722240209023,01/06/2026 15:35:47,01/06/2026 15:51:14,1800,2928650,47247480,203.88.21.17,1077139397,www,10.91.125.212,2402:3a80:1cd3:df5f:0478:5634:1232:5476,404305722240209023,4G,IPv4v6,N,DYNAMIC
1084,404051839027974,3594511028450601,8460504018,"",2402:3a80:4501:91a6:0:27:f7ea:8901,6881,2a03:1b20:a:f011::e401,8388,"","",40405596398041442,01/06/2026 14:19:08,01/06/2026 14:19:10,2,672,420,112.79.97.96,250543683,www,"",2402:3a80:4501:91a6:0:27:f7ea:8901,40405596398041442,4G,IPV6,N,DYNAMIC
5020,404195824122451,8699400496100118,9947434255,"",2402:3a80:422a:78f:0:2c:b655:7e01,6881,2a03:1b20:a:f011::e401,8388,"","",404195822180135137,01/06/2026 15:31:30,01/06/2026 15:31:30,0,138,209,203.88.29.2,280421375,internet,"",2402:3a80:422a:78f:0:2c:b655:7e01,404195822180135137,4G,IPV6,N,DYNAMIC
4806,404242412857551,8670370800288801,7359201711,"",2402:3a80:125f:71ea:0:d:bc3d:5401,39001,2a03:1b20:a:f011::e015,8107,"","",40405200694804941,01/06/2026 15:27:48,01/06/2026 15:27:49,1,138,209,203.88.4.154,86062385,internet,"",2402:3a80:125f:71ea:0:d:bc3d:5401,40405200694804941,4G,IPV6,N,DYNAMIC
5936,404466201793531,8642590754337078,8943918923,"",2402:3a80:1e14:72:0:17:ef5b:6501,6881,2a03:1b20:a:f011::e319,53975,"","",404195496480106112,01/06/2026 15:48:09,01/06/2026 15:48:09,0,159,0,203.88.29.1,150968930,www,"",2402:3a80:1e14:72:0:17:ef5b:6501,404195496480106112,4G,IPV6,N,DYNAMIC
2046,404205901558146,8641380698402915,9820841000,"",2402:3a80:4173:6637:0:49:6135:6301,42071,2a03:1b20:a:f011::e401,8388,"","",404205227443604921,01/06/2026 14:37:31,01/06/2026 14:37:31,0,152,0,203.88.30.32,580512846,www,"",2402:3a80:4173:6637:0:49:6135:6301,404205227443604921,4G,IPV6,N,DYNAMIC
3071,404195812916300,3561632153394301,9961232625,"",2402:3a80:447c:6e8a:0:54:982d:1b01,37278,2a03:1b20:a:f011::e00a,2097,"","",404195623189103041,01/06/2026 14:56:30,01/06/2026 14:56:30,0,138,209,112.79.96.162,952737946,internet,"",2402:3a80:447c:6e8a:0:54:982d:1b01,404195623189103041,4G,IPV6,N,DYNAMIC
1436,404466107377323,3522844110129901,8086658299,"",2402:3a80:1cb4:76b0:0:35:a75b:4a01,45830,2a03:1b20:a:f011::e302,6635,"","",404195825046124832,01/06/2026 14:26:25,01/06/2026 14:26:25,0,138,209,203.88.29.2,336359988,www,"",2402:3a80:1cb4:76b0:0:35:a75b:4a01,404195825046124832,4G,IPV6,N,DYNAMIC
6047,405755643144318,8660880585578400,7642830413,"",2402:3a80:1c53:4105:0778:5634:1232:5476,56069,2a03:1b20:a:f011::::e401,8388,"","",405755539538018410,01/06/2026 15:49:59,01/06/2026 15:56:29,1800,5960158,123270321,203.88.20.197,1881586933,www,10.102.105.19,2402:3a80:1c53:4105:0778:5634:1232:5476,405755539538018410,4G,IPv4v6,N,DYNAMIC
1176,404438022941620,3509853808720201,9585791364,"",2402:3a80:54f:e3c3:0:58:5144:6f01,53455,2a03:1b20:a:f011::e026,8694,"","",404435451185085012,01/06/2026 14:20:35,01/06/2026 14:20:35,0,467,152,203.88.2.220,1081848347,www,"",2402:3a80:54f:e3c3:0:58:5144:6f01,404435451185085012,4G,IPV6,N,DYNAMIC
4703,404051841457757,3543202730476801,8758355093,"",2402:8100:2683:4d0b:0:44:5a61:c601,41560,2a03:1b20:a:f011::e316,51413,"","",404052514180232821,01/06/2026 15:26:04,01/06/2026 15:26:04,0,522,145,112.110.108.192,428415479,www,"",2402:8100:2683:4d0b:0:44:5a61:c601,404052514180232821,4G,IPV6,N,DYNAMIC
4320,405799426648182,8630730565251378,8108174761,"",2402:3a80:186e:4339:0:19:fd73:bc01,52227,2a03:1b20:a:f011::e316,51413,"","",40420522967121191,01/06/2026 15:18:54,01/06/2026 15:18:54,0,0,145,112.110.84.95,162768385,internet,"",2402:3a80:186e:4339:0:19:fd73:bc01,40420522967121191,4G,IPV6,N,DYNAMIC
5161,404205011097369,3573176401260501,9867599721,"",2402:3a80:164c:32df:0:3b:1e08:2501,37545,2a03:1b20:a:f011::e209,21738,"","",404205230743324733,01/06/2026 15:33:49,01/06/2026 15:33:56,7,320,0,112.110.84.80,370316962,www,"",2402:3a80:164c:32df:0:3b:1e08:2501,404205230743324733,4G,IPV6,N,DYNAMIC
2181,404051816028656,3538564634914301,9825786168,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,50562,2a03:1b20:a:f011::e319,53975,"","",40405200635215982,01/06/2026 14:39:54,01/06/2026 14:39:54,0,152,0,112.110.84.40,608262391,www,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,40405200635215982,4G,IPV6,N,DYNAMIC
2137,405704521855118,8623970536690577,9525946499,"",2402:3a80:0f55:8406:b9f4:af99:0373:9aba,12015,2a03:1b20:a:f011::::e401,8388,"","",40570151424431413,01/06/2026 14:39:14,01/06/2026 15:09:01,1800,2415727,9665476,203.88.31.52,1610616885,internet,10.170.219.126,2402:3a80:0f55:8406:0678:5634:1232:5476,40570151424431413,4G,IPv4v6,N,DYNAMIC
1984,404051850330244,3510051929190301,7874109662,"",2402:3a80:4503:378d:0:46:f0b9:cf01,6881,2a03:1b20:a:f011::e302,6635,"","",40405250838031892,01/06/2026 14:36:21,01/06/2026 14:36:21,0,138,209,112.79.97.96,504193120,www,"",2402:3a80:4503:378d:0:46:f0b9:cf01,40405250838031892,4G,IPV6,N,DYNAMIC
4653,404466081271134,8613070784552901,8129802487,"",2402:3a80:4224:b645:0:3e:f63e:f201,42717,2a03:1b20:a:f011::e302,6635,"","",404195622834489331,01/06/2026 15:25:06,01/06/2026 15:25:06,0,138,209,203.88.29.1,394925735,www,"",2402:3a80:4224:b645:0:3e:f63e:f201,404195622834489331,4G,IPV6,N,DYNAMIC
3222,404438084485270,8691330417227619,8111004778,"",2402:3a80:1326:4f20:0:32:6a89:da01,46557,2a03:1b20:a:f011::e002,6881,"","",404845400340461531,01/06/2026 14:59:13,01/06/2026 14:59:13,0,0,152,203.88.18.64,315212173,www,"",2402:3a80:1326:4f20:0:32:6a89:da01,404845400340461531,4G,IPV6,N,DYNAMIC
533,404051853476893,8649500510357512,6352969893,"",2402:3a80:890:4571:0:57:d662:101,49925,2a03:1b20:a:f011::e209,21738,"","",404052503189293721,01/06/2026 14:08:26,01/06/2026 14:08:26,0,152,0,203.88.3.11,1065201662,www,"",2402:3a80:890:4571:0:57:d662:101,404052503189293721,4G,IPV6,N,DYNAMIC
4053,405672441779819,8671580619091908,9091307975,"",2402:3a80:4148:9967:c422:ecff:fed3:876e,41054,2a03:1b20:a:f011::::e026,51413,"","",405675714241325821,01/06/2026 15:14:53,01/06/2026 15:29:03,1800,5186911,137302056,203.88.21.226,1342248069,www,10.222.8.56,2402:3a80:4148:9967:0578:5634:1232:5476,405675714241325821,4G,IPv4v6,N,DYNAMIC
3533,404045396323924,8682010730111600,9990603673,"",2402:8100:31d0:315d:0:11:ba58:1f01,6881,2a03:1b20:a:f011::e302,6635,"","",404115271446003951,01/06/2026 15:04:25,01/06/2026 15:04:25,0,152,0,112.110.64.137,110146829,internet,"",2402:8100:31d0:315d:0:11:ba58:1f01,404115271446003951,4G,IPV6,N,DYNAMIC
3555,404205820141509,3512443623626436,9819050681,"",2402:3a80:6dd:ddda:0:5d:fee6:401,41487,2a03:1b20:a:f011::e002,6881,"","",404205231643326623,01/06/2026 15:05:02,01/06/2026 15:05:02,0,152,0,203.88.4.216,1277471598,www,"",2402:3a80:6dd:ddda:0:5d:fee6:401,404205231643326623,4G,IPV6,Y,DYNAMIC
2082,404225034923112,8651670564356321,9371647544,"",2402:8100:3113:1733:d62d:455d:8ec1:81ca,6881,2a03:1b20:a:f011::e302,6635,"","",404225565743052338,01/06/2026 14:38:20,01/06/2026 14:39:27,152,43687817,8741963,112.110.102.123,830943558,internet,10.234.219.169,2402:8100:3113:1733:fbe9:aa63:31f6:1ed1,404225565743052338,4G,IPv4v6,N,DYNAMIC
2597,404300290162811,3517073548782616,8961907630,"",2402:3a80:42f0:589f:3409:11ff:fef6:f93b,41096,2a03:1b20:a:f011::::e401,8388,"","",404305725440306021,01/06/2026 14:47:41,01/06/2026 14:48:23,160,11193769,415982,203.88.11.17,1343050341,www,10.114.117.36,2402:3a80:42f0:589f:0578:5634:1232:5476,404305725440306021,4G,IPv4v6,N,DYNAMIC
3370,404051853552583,8693790539487601,8154073679,"",2402:3a80:467b:7ebc:0:45:d41:9d01,45167,2a03:1b20:a:f011::e01c,6881,"","",404055993880122330,01/06/2026 15:01:52,01/06/2026 15:01:52,0,138,209,203.88.12.129,444804100,www,"",2402:3a80:467b:7ebc:0:45:d41:9d01,404055993880122330,4G,IPV6,N,DYNAMIC
2492,404438006373208,3569423356651751,7639155975,"",2402:3a80:38:5327:0:46:5ba6:5901,27530,2a03:1b20:a:f011::e302,6635,"","",404435478743477423,01/06/2026 14:45:42,01/06/2026 14:45:42,0,0,152,203.88.28.129,484871306,www,"",2402:3a80:38:5327:0:46:5ba6:5901,404435478743477423,4G,IPV6,N,DYNAMIC
624,404195810299804,8668750654771932,9207027522,"",2402:3a80:4440:84b:0:47:8d62:a201,54574,2a03:1b20:a:f011::e429,14965,"","",404195821347197023,01/06/2026 14:10:28,01/06/2026 14:10:28,0,0,152,112.79.96.160,523723980,internet,"",2402:3a80:4440:84b:0:47:8d62:a201,404195821347197023,4G,IPV6,N,DYNAMIC
52,405751646570486,8644530685510742,9706526078,"",2402:3a80:1c72:7133:7292:e24f:f088:175e,33551,2a03:1b20:a:f011::::e401,8388,"","",4057515385040412222,01/06/2026 13:53:32,01/06/2026 14:09:07,1800,12932004,255211508,203.88.20.198,1343260581,www,10.108.105.15,2402:3a80:1c72:7133:0578:5634:1232:5476,4057515385040412222,4G,IPv4v6,N,DYNAMIC
3228,404051847586254,3557554723882801,9979193053,"",2402:3a80:467b:d8b1:0:2a:14d5:3901,48048,2a03:1b20:a:f011::e302,6635,"","",404052008241006331,01/06/2026 14:59:20,01/06/2026 14:59:20,0,477,163,203.88.12.129,264054619,www,"",2402:3a80:467b:d8b1:0:2a:14d5:3901,404052008241006331,4G,IPV6,N,DYNAMIC
2312,404844245944814,3584513250856301,9381385140,"",2402:3a80:18:a8be:0:3:fc56:2601,48391,2a03:1b20:a:f011::e302,6635,"","",404435476885237031,01/06/2026 14:42:36,01/06/2026 14:42:36,0,0,152,203.88.28.128,25823862,www,"",2402:3a80:18:a8be:0:3:fc56:2601,404435476885237031,4G,IPV6,N,DYNAMIC
5193,404466202503715,8617370678426078,7994313076,"",2402:3a80:1cb0:d8bd:0:37:24b9:5f01,53073,2a03:1b20:a:f011::e00a,2097,"","",404195627346562323,01/06/2026 15:34:29,01/06/2026 15:34:29,0,467,163,203.88.29.2,345676553,www,"",2402:3a80:1cb0:d8bd:0:37:24b9:5f01,404195627346562323,4G,IPV6,N,DYNAMIC
1925,404300175962307,3529595221737738,8697699993,"",2402:3a80:1986:0a93:5c85:6111:93fb:4df3,6881,2a03:1b20:a:f011::::e61c,7906,"","",404305752040357432,01/06/2026 14:35:11,01/06/2026 14:37:05,398,83583568,28958796,203.88.14.9,1074529381,iphone,10.43.82.172,2402:3a80:1986:0a93:0478:5634:1232:5476,404305752040357432,4G,IPv4v6,N,DYNAMIC
5077,404300276919489,8670500711856600,9674775066,"",2402:3a80:1985:dcb4:f8fa:10ff:fe35:2736,33074,2a03:1b20:a:f011::::e623,11568,"","",404114005343446211,01/06/2026 15:32:31,01/06/2026 15:33:58,902,20113375,19446905,203.88.14.9,806822085,www,10.42.154.100,2402:3a80:1985:dcb4:0378:5634:1232:5476,404114005343446211,4G,IPv4v6,N,DYNAMIC
3522,404205970122939,8694520754808353,9920754993,"",2402:3a80:164d:857d:0:2a:c32c:ec01,45805,2a03:1b20:a:f011::e61c,53666,"","",404205227153332513,01/06/2026 15:04:14,01/06/2026 15:04:31,17,638,362,112.110.84.80,268370323,www,"",2402:3a80:164d:857d:0:2a:c32c:ec01,404205227153332513,4G,IPV6,N,DYNAMIC
2383,404242405113697,8603180748676561,9824447274,"",2402:3a80:16f6:ac7:0:4c:6f88:cb01,48294,2a03:1b20:a:f011::e024,6881,"","",404052007742574832,01/06/2026 14:43:59,01/06/2026 14:43:59,0,152,0,112.110.84.15,676275454,internet,"",2402:3a80:16f6:ac7:0:4c:6f88:cb01,404052007742574832,4G,IPV6,N,DYNAMIC
1159,404466202951407,3517663133074501,8089513334,"",2402:3a80:44b8:a83b:0:2a:6d86:b601,49245,2a03:1b20:a:f011::e00d,16063,"","",404195616147401043,01/06/2026 14:20:19,01/06/2026 14:20:19,0,0,152,112.79.96.224,264973603,www,"",2402:3a80:44b8:a83b:0:2a:6d86:b601,404195616147401043,4G,IPV6,N,DYNAMIC
1644,404132096786412,8689150592778901,9848787769,"",2402:8100:2840:7564:fc24:608e:d903:344f,44728,2a03:1b20:a:f011::e401,8388,"","",40407241264906113,01/06/2026 14:30:42,01/06/2026 14:36:35,653,2498069,102783462,112.110.129.152,2335700686,www,100.79.146.119,2402:8100:2840:7564:0000:0000:9e1d:5dae,40407241264906113,4G,IPv4v6,N,DYNAMIC
413,404277258319330,8671500672463142,9158492787,"",2402:3a80:18de:b0dc:7c55:72ff:fe5c:8cea,44420,2a03:1b20:a:f011::e209,21738,"","",404225583524011072,01/06/2026 14:05:41,01/06/2026 14:21:52,1800,13237275,15397724,112.110.84.133,2428808734,WWW,"",2402:3a80:18de:b0dc:5b5c:62c7:2952:0984,404225583524011072,4G,IPv6,N,DYNAMIC
2200,405751646954694,8625540776710378,9859186780,"",2402:3a80:1c50:1e5d:c686:e9ff:fe97:fe8f,45943,2a03:1b20:a:f011::::e319,53975,"","",405751538478061812,01/06/2026 14:40:13,01/06/2026 14:47:56,1800,2401935,41545338,203.88.20.197,271858677,www,10.96.37.222,2402:3a80:1c50:1e5d:0178:5634:1232:5476,405751538478061812,4G,IPv4v6,N,DYNAMIC
6505,404205903271674,8690890746040778,9167542363,"",2402:3a80:4282:6bb4:0:14:aebb:8f01,44390,2a03:1b20:a:f011::e204,35378,"","",40420523417106993,01/06/2026 15:58:32,01/06/2026 15:58:32,0,0,163,203.88.30.128,130215715,www,"",2402:3a80:4282:6bb4:0:14:aebb:8f01,40420523417106993,4G,IPV6,N,DYNAMIC
1220,405751638882207,3504380521998601,7577075367,"",2402:3a80:1c53:5a7c:7e68:ee07:3b70:80fc,11569,2a03:1b20:a:f011::::e302,6635,"","",405751538638037422,01/06/2026 14:21:40,01/06/2026 14:27:46,1800,4348246,209728399,203.88.20.197,1880319877,www,10.102.109.131,2402:3a80:1c53:5a7c:0778:5634:1232:5476,405751538638037422,4G,IPv4v6,N,DYNAMIC
556,404242411137416,8666700669608365,9624924857,"",2402:3a80:464a:284c:0:45:1809:3401,58655,2a03:1b20:a:f011::e401,8388,"","",404055993789028522,01/06/2026 14:09:05,01/06/2026 14:09:05,0,477,163,203.88.12.128,447015201,internet,"",2402:3a80:464a:284c:0:45:1809:3401,404055993789028522,4G,IPV6,N,DYNAMIC
399,404113777722744,3596692025715901,9891354895,"",2402:3a80:4214:8edb:0:56:193d:5601,41292,2a03:1b20:a:f011::e00d,51413,"","",404115251446324952,01/06/2026 14:05:23,01/06/2026 14:05:23,0,152,428,112.110.84.55,1004967024,www,"",2402:3a80:4214:8edb:0:56:193d:5601,404115251446324952,4G,IPV6,N,DYNAMIC
276,404438052241407,8644830717870329,9751860160,"",2402:3a80:132c:76d2:0:1d:432e:d901,48545,2a03:1b20:a:f011::e204,35378,"","",404435451785788622,01/06/2026 14:03:31,01/06/2026 14:03:31,0,478,163,203.88.18.64,182908279,www,"",2402:3a80:132c:76d2:0:1d:432e:d901,404435451785788622,4G,IPV6,N,DYNAMIC
3412,404205011097369,3573176401260501,9867599721,"",2402:3a80:164c:32df:0:3b:1e08:2501,34281,2a03:1b20:a:f011::e209,1,"","",404205230743324733,01/06/2026 15:02:37,01/06/2026 15:02:45,8,320,0,112.110.84.80,370316962,www,"",2402:3a80:164c:32df:0:3b:1e08:2501,404205230743324733,4G,IPV6,N,DYNAMIC
5951,404438085036427,8618240531939805,8608480101,"",2402:3a80:28:f7bc:0:13:c7d4:9d01,60599,2a03:1b20:a:f011::e005,51413,"","",404435451043476023,01/06/2026 15:48:23,01/06/2026 15:48:25,2,663,599,203.88.28.128,124652289,www,"",2402:3a80:28:f7bc:0:13:c7d4:9d01,404435451043476023,4G,IPV6,N,DYNAMIC
2973,404051641827542,8622610798914800,9374129088,"",2402:3a80:15a2:e94f:0:4c:21ec:f801,46812,2a03:1b20:a:f011::e005,57044,"","",404055118141032355,01/06/2026 14:54:17,01/06/2026 14:54:18,1,478,163,112.110.84.40,665945432,www,"",2402:3a80:15a2:e94f:0:4c:21ec:f801,404055118141032355,4G,IPV6,N,DYNAMIC
6447,404438009896493,8622020538166941,8675224664,"",2402:3a80:4248:f80a:0:5d:abc0:f801,26276,2a03:1b20:a:f011::e331,11280,"","",404435459985493831,01/06/2026 15:57:31,01/06/2026 15:57:31,0,139,113,203.88.1.90,1266413701,www,"",2402:3a80:4248:f80a:0:5d:abc0:f801,404435459985493831,4G,IPV6,N,DYNAMIC
3476,404844245560691,8660030775516942,9962471391,"",2402:3a80:55d:18e0:0:4c:c8fd:7b01,6881,2a03:1b20:a:f011::e226,2978,"","",404845410947353833,01/06/2026 15:03:33,01/06/2026 15:03:33,0,163,0,203.88.2.220,686615189,www,"",2402:3a80:55d:18e0:0:4c:c8fd:7b01,404845410947353833,4G,IPV6,N,DYNAMIC
1960,404242307375508,8664180654301344,7203977013,"",2402:8100:27c1:549:0:32:1774:8f01,49368,2a03:1b20:a:f011::e432,6881,"","",404055993280234011,01/06/2026 14:35:57,01/06/2026 14:35:57,0,138,209,112.110.108.193,314760336,internet,"",2402:8100:27c1:549:0:32:1774:8f01,404055993280234011,4G,IPV6,N,DYNAMIC
2590,404438084837414,8665830571787900,9159088880,"",2402:3a80:4251:d462:0:66:f232:a001,12176,2a03:1b20:a:f011::e01c,6881,"","",404845480547401721,01/06/2026 14:47:36,01/06/2026 14:47:36,0,467,163,203.88.1.92,1586604085,www,"",2402:3a80:4251:d462:0:66:f232:a001,404845480547401721,4G,IPV6,N,DYNAMIC
